episode_id,Director,Has 10,Has 11,Has 12,Has 13,Has 9,Has Amy Pond,Has Bill,Has Clara,Has Cyberman,Has Dalek,Has Danny Pink,Has Donna Noble,Has Grace,Has Graham O'Brien,Has Jackie Tyler,Has Jenny Flint,Has Judoon,Has Kate Lethbridge-Stewart,Has Madame Kovarian,Has Madame Vastra,Has Martha Jones,Has Mickey Smith,Has Nardole,Has Ood,Has Osgood,Has River Song,Has Rory,Has Rose Tyler,Has Ryan Sinclair,Has Sarah Jane Smith,Has Sontaran,Has Sophie,Has The Master,Has The Silent,Has The War Doctor,Has Weeping Angel,Has Winston Churchill,Has Yasmin Khan,Has Zygon,Music,Producer,Writer,chart,date,doctorid,rating,season,share,title,views,votes
35-9,Justin Molotnikov,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Mark Gatiss,28,2015-11-14,12,6.0,9,22.6,Sleep No More,5.61,3866
35-10,Justin Molotnikov,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Sarah Dollard,30,2015-11-21,12,8.6,9,23.9,Face The Raven,6.06,4224
35-11,Rachel Talalay,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,27,2015-11-28,12,9.6,9,24.9,Heaven Sent,6.19,8256
35-12,Rachel Talalay,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,29,2015-12-05,12,8.7,9,25.7,Hell Bent,6.17,4808
35-13,Douglas Mackinnon,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Steven Moffat,8,2015-12-25,12,8.6,9,33.9,The Husbands of River Song,7.69,3948
36-0,Ed Bazalgette,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,9,2016-12-25,12,7.5,10,31.2,The Return of Doctor Mysterio,7.83,3819
36-1,Lawrence Gough,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,10,2017-04-15,12,7.9,10,30.6,The Pilot,6.68,3778
36-2,Lawrence Gough,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Frank Cottrell-Boyce,23,2017-04-22,12,7.2,10,28.5,Smile,5.98,3104
36-3,Bill Anderson,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Sarah Dollard,25,2017-04-29,12,7.3,10,26.5,Thin Ice,5.61,2965
36-4,Bill Anderson,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Mike Bartlett,21,2017-05-06,12,7.5,10,27.3,Knock Knock,5.73,2932
36-5,Charles Palmer,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Jamie Mathieson,26,2017-05-13,12,8.1,10,26.1,Oxygen,5.27,3022
36-6,Daniel Nettheim,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,20,2017-05-20,12,8.5,10,26.4,Extremis,5.53,3112
36-7,Daniel Nettheim,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,14,2017-05-27,12,7.7,10,24.9,The Pyramid at the End of the World,5.79,2650
36-8,Wayne Yip,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Toby Whithouse,30,2017-06-03,12,7.2,10,20.3,The Lie of the Land,4.82,2560
36-9,Wayne Yip,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Mark Gatiss,23,2017-06-10,12,7.1,10,25.9,Empress of Mars,5.02,2520
36-10,Charles Palmer,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nicola Wilson,Rona Munro,26,2017-06-17,12,7.0,10,30.3,The Eaters of Light,4.73,2494
36-11,Rachel Talalay,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,21,2017-06-24,12,9.2,10,28.2,World Enough and Time,5.00,3564
36-12,Rachel Talalay,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,16,2017-07-01,12,9.0,10,31.3,The Doctor Falls,5.30,3584
37-1,Jamie Childs,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Chris Chibnall,1,2018-10-07,13,7.1,11,45.1,The Woman Who Fell to Earth,10.96,8066
37-2,Mark Tonderai,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Nicola Wilson,Chris Chibnall,4,2018-10-14,13,6.2,11,37.2,The Ghost Monument,9.00,5928
37-3,Mark Tonderai,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Chris Chibnall,4,2018-10-21,13,7.1,11,33.6,Rosa,8.41,7041
37-4,Sallie Aprahamian,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Chris Chibnall,4,2018-10-28,13,5.3,11,32.9,Arachnids in the UK,8.22,5112
37-5,Jennifer Perrott,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Chris Chibnall,6,2018-11-04,13,5.2,11,33.0,The Tsuranga Conundrum,7.76,4684
37-6,Jamie Childs,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Vinay Patel,8,2018-11-11,13,6.6,11,31.4,Demons of the Punjab,7.48,4661
37-7,Jennifer Perrott,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Pete McTighe,9,2018-11-18,13,6.4,11,31.8,Kerblam!,7.46,3954
37-8,Sallie Aprahamian,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Joy Wilkinson,17,2018-11-25,13,5.9,11,31.5,The Witchfinders,7.21,3635
37-9,Jamie Childs,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Ed Hime,22,2018-12-02,13,6.4,11,28.3,It Takes You Away,6.42,3404
37-10,Jamie Childs,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Chris Chibnall,18,2018-12-09,13,5.5,11,29.6,The Battle of Ranskoor Av Kolos,6.65,2949
37-11,Wayne Che Yip,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Segun Akinola,Alex Mercer,Chris Chibnall,14,2019-01-01,13,6.0,11,26.6,Resolution,7.13,2690
