episode_id,Director,Has 10,Has 11,Has 12,Has 13,Has 9,Has Amy Pond,Has Bill,Has Clara,Has Cyberman,Has Dalek,Has Danny Pink,Has Donna Noble,Has Grace,Has Graham O'Brien,Has Jackie Tyler,Has Jenny Flint,Has Judoon,Has Kate Lethbridge-Stewart,Has Madame Kovarian,Has Madame Vastra,Has Martha Jones,Has Mickey Smith,Has Nardole,Has Ood,Has Osgood,Has River Song,Has Rory,Has Rose Tyler,Has Ryan Sinclair,Has Sarah Jane Smith,Has Sontaran,Has Sophie,Has The Master,Has The Silent,Has The War Doctor,Has Weeping Angel,Has Winston Churchill,Has Yasmin Khan,Has Zygon,Music,Producer,Writer,chart,date,doctorid,rating,season,share,title,views,votes
31-2,Andrew Gunn,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,10,2010-04-10,11,7.6,5,38.9,The Beast Below,8.42,4837
31-3,Andrew Gunn,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Murray Gold,Peter Bennett,Mark Gatiss,11,2010-04-17,11,6.8,5,37.4,Victory of the Daleks,7.82,4722
31-4,Adam Smith,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Murray Gold,Tracie Simpson,Steven Moffat,8,2010-04-24,11,8.7,5,41.2,The Time of Angels,8.59,5288
31-5,Adam Smith,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Murray Gold,Tracie Simpson,Steven Moffat,11,2010-05-01,11,8.6,5,38.2,Flesh and Stone,8.50,4795
31-6,Jonny Campbell,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Patrick Schweitzer,Toby Whithouse,12,2010-05-08,11,7.1,5,34.8,The Vampires of Venice,7.68,4491
31-7,Catherine Morshead,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Tracie Simpson,Simon Nye,13,2010-05-15,11,8.2,5,37.4,Amy's Choice,7.55,4788
31-8,Ashley Way,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Chris Chibnall,19,2010-05-22,11,7.3,5,39.8,The Hungry Earth,6.49,4208
31-9,Ashley Way,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Chris Chibnall,9,2010-05-29,11,7.5,5,31.9,Cold Blood,7.49,4206
31-10,Jonny Campbell,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Patrick Schweitzer,Richard Curtis,17,2010-06-05,11,9.3,5,35.5,Vincent and the Doctor,6.76,8393
31-11,Catherine Morshead,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Tracie Simpson,Gareth Roberts,20,2010-06-12,11,8.3,5,28.5,The Lodger,6.44,4737
31-12,Toby Haynes,0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,10,2010-06-19,11,9.1,5,37.1,The Pandorica Opens,7.58,5408
31-13,Toby Haynes,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,10,2010-06-26,11,9.2,5,36.9,The Big Bang,6.70,5616
32-0,Toby Haynes,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Sanne Wohlenberg,Steven Moffat,4,2010-12-25,11,8.6,6,41.8,A Christmas Carol,12.11,5707
32-1,Toby Haynes,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,6,2011-04-23,11,8.9,6,43.3,The Impossible Astronaut,8.86,5536
32-2,Toby Haynes,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,15,2011-04-30,11,8.9,6,36.7,Day of the Moon,7.30,5083
32-3,Jeremy Webb,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steve Thompson,11,2011-05-07,11,6.8,6,35.5,Curse of the Black Spot,7.85,4478
32-4,Richard Clark,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Sanne Wohlenberg,Neil Gaiman,22,2011-05-14,11,9.0,6,34.7,The Doctor's Wife,7.97,5989
32-5,Julian Simpson,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Matthew Graham,13,2011-05-21,11,7.3,6,34.1,The Rebel Flesh,7.35,3925
32-6,Julian Simpson,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Matthew Graham,21,2011-05-28,11,7.5,6,29.5,The Almost People,6.72,3876
32-7,Peter Hoar,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,21,2011-06-04,11,9.1,6,31.0,A Good Man Goes to War,7.51,5716
32-8,Richard Senior,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,11,2011-08-27,11,8.1,6,33.3,Let's Kill Hitler,8.10,4519
32-9,Richard Clark,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Sanne Wohlenberg,Mark Gatiss,19,2011-09-03,11,7.1,6,29.8,Night Terrors,7.07,3836
32-10,Nick Hurran,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Tom MacRae,13,2011-09-10,11,8.5,6,38.8,The Girl Who Waited,7.60,4521
32-11,Nick Hurran,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Toby Whithouse,18,2011-09-17,11,8.1,6,28.3,The God Complex,6.77,4188
32-12,Steve Hughes,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Denise Paul,Gareth Roberts,20,2011-09-24,11,7.7,6,29.4,Closing Time,6.93,3924
32-13,Jeremy Webb,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,16,2011-10-01,11,8.6,6,32.0,The Wedding of River Song,7.67,4890
33-0,Farren Blackburn,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,3,2011-12-25,11,7.3,7,37.3,"The Doctor, the Widow, and the Wardrobe",10.77,4240
33-1,Nick Hurran,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,6,2012-09-01,11,8.7,7,34.4,Asylum of the Daleks,8.33,5729
33-2,Saul Metzstein,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Chris Chibnall,9,2012-09-08,11,7.5,7,31.9,Dinosaurs on a Spaceship,7.57,4676
33-3,Saul Metzstein,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Toby Whithouse,9,2012-09-15,11,7.5,7,33.4,A Town Called Mercy,8.42,4452
33-4,Douglas Mackinnon,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Chris Chibnall,13,2012-09-22,11,7.6,7,31.8,The Power of Three,7.67,4279
33-5,Nick Hurran,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,13,2012-09-29,11,9.0,7,32.0,The Angels Take Manhattan,7.82,6253
33-6,Saul Metzstein,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steven Moffat,9,2012-12-25,11,8.5,7,38.8,The Snowmen,9.87,5154
33-7,Colm McCarthy,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Denise Paul,Steven Moffat,8,2013-03-30,11,8.0,7,35.8,The Bells of Saint John,8.44,4377
33-8,Farren Blackburn,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Denise Paul,Neil Cross,16,2013-04-06,11,7.4,7,34.8,The Rings of Akhaten,7.45,4763
33-9,Douglas Mackinnon,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Mark Gatiss,15,2013-04-13,11,7.3,7,31.4,Cold War,7.37,4000
33-10,Jamie Payne,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Neil Cross,19,2013-04-20,11,7.8,7,29.2,Hide,6.61,3970
33-11,Mat King,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Steve Thompson,21,2013-04-27,11,7.5,7,30.2,Journey to the Centre of the TARDIS,6.52,3981
33-12,Saul Metzstein,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Marcus Wilson,Mark Gatiss,20,2013-05-04,11,7.4,7,31.5,The Crimson Horror,6.47,3800
33-13,Stephen Woolfenden,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Denise Paul,Neil Gaiman,22,2013-05-11,11,7.4,7,27.1,Nightmare in Silver,6.64,3811
33-14,Saul Metzstein,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Murray Gold,Denise Paul,Steven Moffat,10,2013-05-18,11,9.1,7,31.7,The Name of the Doctor,7.45,6126
34-1,Ben Wheatley,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Steven Moffat,2,2014-08-23,12,8.0,8,37.9,Deep Breath,9.17,6505
34-2,Ben Wheatley,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Steven Moffat,9,2014-08-30,12,7.8,8,30.4,Into the Dalek,7.29,4995
34-3,Paul Murphy,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Mark Gatiss,10,2014-09-06,12,7.1,8,31.1,Robot of Sherwood,7.28,5127
34-4,Douglas Mackinnon,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,7,2014-09-13,12,8.9,8,29.6,Listen,7.01,6451
34-5,Douglas Mackinnon,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,14,2014-09-20,12,8.0,8,29.6,Time Heist,6.99,4573
34-6,Paul Murphy,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Steven Moffat,20,2014-09-27,12,7.4,8,26.4,The Caretaker,6.82,4001
34-7,Paul Wilmshurst,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Peter Harness,20,2014-10-04,12,7.0,8,26.6,Kill the Moon,6.91,4651
34-8,Paul Wilmshurst,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Jamie Mathieson,14,2014-10-11,12,8.5,8,26.6,Mummy on the Orient Express,7.11,4470
34-9,Douglas Mackinnon,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Nikki Wilson,Jamie Mathieson,23,2014-10-18,12,8.5,8,25.5,Flatline,6.71,4280
34-10,Sheree Folkson,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Paul Frift,Frank Cottrell-Boyce,20,2014-10-25,12,6.1,8,26.3,In the Forest of the Night,6.92,4181
34-11,Rachel Talalay,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,15,2014-11-01,12,8.7,8,27.4,Dark Water,7.34,4562
34-12,Rachel Talalay,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,14,2014-11-08,12,7.9,8,28.6,Death in Heaven,7.60,4340
35-1,Hettie MacDonald,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,13,2015-09-19,12,8.5,9,26.3,The Magician's Apprentice,6.54,4716
35-2,Hettie MacDonald,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Peter Bennett,Steven Moffat,24,2015-09-26,12,8.5,9,22.9,The Witch's Familiar,5.71,4109
35-3,Daniel O'Hara,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Derek Ritchie,Toby Whithouse,22,2015-10-03,12,8.3,9,22.0,Under the Lake,5.63,3931
35-4,Daniel O'Hara,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Derek Ritchie,Toby Whithouse,21,2015-10-10,12,8.1,9,26.7,Before The Flood,6.05,3651
35-5,Ed Bazalgette,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Derek Ritchie,Steven Moffat,18,2015-10-17,12,7.7,9,28.1,The Girl Who Died,6.56,3733
35-6,Ed Bazalgette,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murray Gold,Derek Ritchie,Catherine Tregenna,25,2015-10-24,12,7.6,9,24.4,The Woman Who Lived,6.11,3610
35-7,Daniel Nettheim,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Murray Gold,Peter Bennett,Peter Harness,24,2015-10-31,12,7.9,9,24.3,The Zygon Invasion,5.76,3454
35-8,Daniel Nettheim,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Murray Gold,Peter Bennett,Steven Moffat,24,2015-11-07,12,8.6,9,25.1,The Zygon Inversion,6.03,3775
